"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Russian Federation","RUS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1459986357545.8","1416186830442.19","1344712738592.36","1149311538501.75","1049683004137.84","917740411957.156","879713577297.211","846679721604.69","858532524842.771","813030630484.68","865063897237.942","951570864960.613","1000101466517.17","1047106154523.93","1123544404801.1","1204439016240.96","1281522697122.2","1386608432988.95","1504469841528.76","1582701810890.65","1459251165973.01","1524917468442.01","1590489364644.2","1654492026998.26","1683535346496.32","1695930665413.32","1662474715109.79","1665694763578.73","1696106853061.46","1739125742081.66","1762462643296.87",
"Rwanda","RWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1035746998.83388","991235501.76976","1103580134.90613","995203661.197519","871151597.648077","932215223.7397","997553357.451962","1066544322.3239","1141349404.58943","1266981958.25286","1343018933.34499","1359224346.43356","1362800034.42852","1409654300.72774","1429527939.3269","1399310214.31613","1672239754.93133","1705586046.41728","1861661510.53065","2082639019.81889","2269068791.1222","2392419896.95408","2435742947.62942","2581408899.45127","2471937200.57725","2580770374.55254","2721993677.6423","2721339416.31578","2843767714.12883","2842728764.25004","2774523426.10008","2704761373.59059","2863604577.30935","2631403705.65925","1309174205.83617","1770318753.286","1995958195.51074","2272393465.31369","2473697292.04665","2580619843.48676","2796640028.39757","3033922485.44052","3434160696.08601","3509793635.52749","3771192084.11927","4124850793.95745","4505452965.04245","4849368029.30332","5390618478.72008","5727437369.03068","6147525366.94591","6636767623.73468","7210286477.33082","7550601580.17249","8016041592.05001","8726928973.46708","9248953378.92943","9617689427.18372","10441891844.2031","11424153817.2976",
"South Asia","SAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","190125393716.104","197906107068.709","204438707491.604","215472321549.345","232029088947.946","229558387405.828","231728937375.263","246707512468.103","257389009294.736","272682465839.727","288192763796.712","290579751531.601","286111004208.567","296803646160.133","303343011038.795","325736723049.247","333500602865.411","355032527120.604","376423125020.517","364616325884.555","388345513405.052","412926287879.509","428410552353.979","457446825586.951","476387506844.067","502071676099.447","526207064224.266","548109253609.17","595294007260.655","627962979095.019","662055400299.941","674379843928.626","712864310463.619","744413563319.93","789798731924.393","845004988505.06","903271270630.366","937724733128.271","990548925031.251","1068078020538.17","1111470503544.28","1161448195291.94","1203811040459.8","1292620566353.86","1390598910869.84","1496314162846.33","1611778498951.14","1729959986346.23","1785970613574.62","1913383678911.05","2060781195903.17","2166655413930.35","2285864489988.05","2425017700285.82","2594589541524.86","2788673369858.73","3005586381060.09","3210827386595.39","3406643595791.18","3571269295293.79",
"Saudi Arabia","SAU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","76790666666.6668","81427200000.0002","129182079226.667","155680187306.667","191378651013.334","237635882453.334","276199588560.001","251538792560.001","296365455893.334","317387724293.334","300820954506.667","336677102293.334","355707632773.334","362619047920.001","287448524293.334","241309051493.334","230060546080","207527260666.667","242833346960","226727434880","256449843840","255159860400","293927384693.334","338039654613.334","351519121626.667","346725309733.334","348662534026.667","349402017093.334","358617230506.667","362575583120","373066209146.667","359026663653.334","379223407546.667","374631983413.334","364070454426.667","404999478400","437231125626.667","461601733253.333","474473046266.667","483237181440","513438407146.667","502865333333.333","528207200000","581011322640","612452430240","628984081386.667","651957609840","678729654960","690068680613.334","684951803040","701624288720","703949722281.75",
"Sudan","SDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9102979743.08795","9105018021.68925","9734706696.17922","9457562353.4163","9351595179.41153","9985359711.70621","9628368375.02436","9765484166.8539","9957202185.5496","10095542623.0949","10693711066.3447","10934032343.0207","10379569041.1535","10445188183.676","11640670172.8143","13469822974.9291","15714598571.8703","16692652209.394","15702613223.2608","14914561981.3941","15141906163.2442","16268095072.7127","17237456593.1861","17592979427.4192","16711763490.0323","15662090342.3045","16510006313.9388","18857875258.9304","18795438376.8343","20474132973.4594","19354186889.6097","20807862569.256","22176574926.2422","23189767013.4542","23423108998.5269","24827814469.4301","26297403782.5346","29076181096.5003","30328929552.2228","31270368544.2326","33254744782.8347","35416423050.702","37692733566.2392","40608112614.581","42185050412.5346","45344600223.5715","49908220452.2221","55658600711.9837","60001064331.9693","61946207379.3352","61739815526.5181","64084543475.5592","63161831328.4776","65937601697.7562","67704350722.6087","71025954523.1169","74364157367.0212","77549238698.2482","75749454779.4456","73813672963.0971",
"Senegal","SEN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4366638293.84719","4497351351.65649","4491224368.79599","4574962284.58077","4752650484.7489","4815964795.02298","4954508590.81083","4894073848.5135","5201948950.85858","4861005781.93559","5277207309.25418","5269795501.20505","5606177557.50814","5293171203.59102","5515525444.06215","5931156832.09429","6460245897.00627","6286923617.11554","6038342978.82922","6461128770.57115","6247223557.57711","6563927582.63049","7078740665.04515","6701699137.52465","6952728995.32575","7181019814.28621","7404589356.09511","7855852768.12182","7809312260.87899","8119955463.85333","8065093946.91674","8271223669.7072","8374005801.32104","8482933228.11395","8481463249.55609","8936364231.33654","9116175060.25103","9400967403.20593","9955499688.1183","10587386781.2587","10926076017.6715","11426590430.4063","11501412161.3369","12270077779.754","12990426096.5698","13720826684.959","14058574473.2241","14752855076.4267","15351286308.7731","15672516132.5039","16230887978.4994","16467597410.0437","17310309290.8361","17798824507.3174","18975949784.5082","20184156790.4171","21467075636.6594","23057246299.0478","24528196373.3268","25821124786.0107",
"Singapore","SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5768016072.13649","6237353063.2452","6708525608.16991","7382103260.42144","7153012024.5388","7713420724.21102","8498614168.12062","9561682220.48447","10855112276.7574","12356736494.7","14079544947.4716","15827345171.4304","17934843345.1033","19836406500.2647","21049919367.3175","21888061478.9966","23515915320.9016","25127390374.9099","27081619804.946","29669044703.2815","32669539808.4426","36203122100.7069","38774309407.593","42091296349.5682","45792125833.7604","45506909010.0421","46118007234.3256","51097723540.7101","56853243727.253","62628743211.1009","68779542852.0989","73379864304.359","78252059516.0595","87221916827.3286","96901498081.3798","103879285314.713","111640501036.364","120928897532.935","118274051330.973","125044067991.979","136346984801.619","134889413875.26","140169808016.352","146527601649.217","160916013825.344","172757877474.653","188314972645.788","205304999963.213","209140601456.434","209393625490.149","239809387605.427","255008196791.322","266385665325.181","279271535506.458","290269256195.074","298944012931.308","308640184767.927","322024690203.144","333096256633.744","335538884575.285",
"Solomon Islands","SLB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404992004.060926","429308447.832158","483789610.306537","503027303.047072","549274727.214247","594444839.999167","603986748.698944","595291310.770642","605910512.453136","602986384.186948","516955404.14613","475709784.139392","462389898.18699","492445250.032932","516567045.085733","544571142.774798","582400594.055163","625032324.899817","669448810.984837","637728006.506554","681151193.502387","771033399.35884","806157014.498501","830485620.364722","849172302.123986","870760296.721622","898807026.141531","932005534.360684","967931663.774199","994007598.12172",
"Sierra Leone","SLE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","863817135.344966","879443963.516214","919379224.248252","935006052.419499","997513439.72961","1069136458.7436","1087311778.52094","1087706272.12363","1109677110.34716","1204282042.06042","1308097094.08337","1353434647.0022","1365618734.66329","1396435536.25338","1445308382.62216","1469433708.96572","1462833360.39054","1463516149.70813","1498733209.57607","1566345045.40757","1642211026.51838","1689530164.13434","1770319366.26749","1733093061.99997","1804029154.90629","1708211023.79742","1729325313.38516","1854377474.03511","1723087548.88229","1735666087.96666","1793810866.92038","1836000592.5506","1486923459.01503","1507361956.18282","1478007825.58287","1359770845.99342","1383618798.07014","1302302386.53453","1325548670.11984","1299312276.32607","1385751986.4426","1297819715.60661","1640668858.77741","1793466334.29574","1911798254.1203","1997926594.51644","2082317301.22923","2250113451.89349","2371580993.56644","2447188210.25985","2578026297.15912","2740829818.87435","3156936272.93448","3810919876.16826","3984574819.98172","3163801388.83","3355384560.25255","3496685932.65603","3617187416.25502","3816619603.6521",
"El Salvador","SLV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7547477324.39274","8087962571.45758","8527692871.61933","8803708057.34015","9110554154.7149","9381802236.34461","9743776326.14358","10339855125.1961","10842545122.396","11421103449.4645","11755003050.7558","12348543738.5748","13185782626.8058","13887630959.7534","13307091122.7283","11740671155.9949","10513661049.0963","9850691291.82992","10001900756.5287","10135621743.2306","10198117527.4544","10217432250.4699","10474256454.6257","10670906085.3782","10773580671.5125","11294112727.3175","11462887288.8976","12267358022.9515","12981224390.2535","13590015821.6545","14233497576.9699","14349882108.3906","14799742243.5056","15192553143.9576","15520790788.0527","15695563746.9837","15833263892.9456","16083565987.1881","16334828454.0774","16480336827.5103","16926536635.0953","17661638412.1831","17990247173.1971","18452748846.5317","18067802271.5661","18448000000","19152170563.9615","19691400275.1032","20131257653.763","20475748406.3667","20966148374.9263","21500058290.4303","21983797186.0876","22518214611.908","23054680204.3624",
"San Marino","SMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421734394.66731","1527875665.78196","1666138637.36552","1702450124.85211","1797418630.58627","1803005013.27652","1872834796.90458","1958027132.93081","2005511385.79789","2082324147.78876","2230363289.08025","2219190523.69976","1990148833.39972","1881214370.93994","1724795655.61309","1603291832.10026","1590722471.04721","1579549705.66672","1618654384.49844","1657759063.33015","1667535233.03808","1687087572.45394","",
"Somalia","SOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23364347676.7387","24827910090.4649","26617349999.1866","27506606091.4969","24914338687.7219","26442039405.8192","28260927819.9177","30064088493.5954","31383227151.7474","34216568331.4737","36108863159.7176","37953227296.9909","40397237107.445","42681932948.2039","41515967686.7387","41819468691.8251","42671028381.5122","42380207344.4902","43606111700.1234","42912989858.1498","43675262297.0654","45134159779.3589","46059097579.6913","48082123702.0535","50095369678.5933",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","254508778492.932","258142788892.097","273222641420.642","290479119410.263","306089535040.592","321324434062.648","326214519074.626","324346091568.686","334170687247.295","364129921288.924","400513994408.133","430450567675.197","441866228352.458","460850850249.835","497359723759.152","496815438754.987","522925372496.605","535371516012.349","533473637470.769","555337974527.356","578150952899.202","575488322292.764","568842267459.726","554694476969.518","568828733391.421","578788426771.199","587995810607.666","603721313530.418","630832342184.862","646638392332.039","661900525904.574","664357961319.279","661918264662.341","655895166943.671","663539788227.425","686166383317.485","721157845343.607","746800705285.545","764388266057.833","781067903656.356","807914547798.721","842444995985.502","896437087992.623","934602225349.686","995596995815.73","1057642822389.31","1122909418435.11","1196626848043.04","1260742469206.11","1299425339509.54","1369751319010.97","1434686620292.4","1491635838913.68","1566404532371.53","1639443933357.53","1685969871004.98","1706473183941.5","1749778312304.47","1791765886733.79","1832370818572.7",
"South Sudan","SSD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13177336584.5164","13841690704.408","14602072410.9506","13924490001.0612","7507789478.77489","8493542051.94737","8780084304.03961","7832417790.53658","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","255663106272.65","259304955878.041","274456024562.644","291795767564.927","307477783705.56","322771885332.904","327704061814.066","325829090520.583","335706937710.441","365786145026.569","402333490484.329","432424080553.62","443901189860.64","462985846070.134","499644733744.501","499107566811.508","525371242837.002","537948976974.663","536223018023.89","558230524668.406","580721600603.959","578166858858.785","571655954814.359","557515855371.913","571785311506.703","581974487607.867","591464013214.124","607488310163.245","634852564680.061","650869802529.186","666439021622.655","669092238018.628","666970183076.158","661214938188.992","669051175606.973","691883231307.506","727190430670.815","753218421249.701","771215619048.161","788068139888.359","815440251262.76","850176768078.168","904286774436.865","942824577620.022","1004119751778.18","1066365427011.4","1132091089207.2","1206374146678.37","1270942803188.47","1309922895970.87","1380722711234.25","1446142279943.54","1503468436146.79","1578662518208.04","1652169221016.96","1699163800309.05","1720184902138.59","1764021498494.64","1806545825341.77","1847693078558.35",
"Small states","SST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199342505201.292","206978381908.811","213218290186.892","222778373945.871","231118074416.622","241172257868.118","252393599350.721","272467210951.747","286919838645.485","314591625010.759","341243124010.415","362445425479.2","365867923349.782","391952751502.153","417213129034.861","430398024967.235","442220309112.29","454567937194.578","466028017937.929","474570729835.406","484022791998.48","493920199502.342","500244744448.248",
"Sao Tome and Principe","STP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122206106.263506","125110796.611517","133334925.953853","138444618.856491","148265566.883692","161780925.325959","167044637.842139","180719202.646442","185103960.783202","197454066.794244","206138495.53793","212615318.541743","222852305.280433","237448986.322052","246468244.862596","256751827.309069","266691167.939664","273779006.921811","280349701.5705",
"Suriname","SUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","960060872.153397","1006143794.01676","1045383401.98342","1103924872.49449","1175679989.20663","1316761587.91142","1569579812.79042","1759498970.13806","1893220891.86855","1978415832.00264","2031833059.46671","2111074548.78591","2098408101.49319","2060636755.66632","2068879302.68898","2126807923.16427","2313967020.40273","2549991656.4838","2718291105.81173","2701981359.17687","2464206999.5693","2639165696.53872","2528320737.2841","2429716228.53002","2383551620.18795","2431222652.59171","2450672433.81244","2298730742.91607","2478031740.86352","2582109073.97979","2465914165.6507","2532493825.71388","2542623802.16948","2372268045.84873","2452925148.36051","2452925148.36051","2477454411.85181","2618669278.84127","2678898705.01161","2641394122.56507","2696863363.74027","2810131626.36222","2888815336.87636","3070810676.58659","3331829592.50183","3481761947.21918","3683479343.30695","3871759940.85243","4032182694.88354","4153700529.52386","4368398047.64333","4623921715.74078","4748321396.2619","4887610613.83381","4900098612.65061","4732951551.56431","4469742961.11807","4548513415.19322","4667629711.59955","4631606638.08957",
"Slovak Republic","SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40873440616.8526","41650578503.4184","44235217742.7236","46820100629.5369","49919542380.5171","52877692992.8907","55033040486.4521","54974751418.2837","55616046823.5995","57425674437.7686","60015251651.3091","63315540678.9118","66657892313.2582","71072952219.851","77109303814.9393","85461805118.7625","90226203635.6713","85303884009.6723","90183986821.6439","92767255672.2214","94525947335.532","95160069532.0354","97779287955.6198","102494125536.616","104670402813.754","107859014926.52","112062005121.42","114749889478.304",
"Slovenia","SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31023523662.4042","28262396814.547","26718224495.1296","27477935278.2569","28941818902.4588","30130505873.7173","31095586571.8758","32665849752.9284","33737083239.8184","35536169499.6152","36841188769.1171","38026208095.0636","39359254613.3436","40524390981.463","42290927411.1131","43897124354.3859","46419627362.3021","49659792750.7682","51402772629.6778","47522665837.1793","48161250935.0166","48576077779.5579","47293941969.4873","46807153071.6077","48102849033.1013","49165961260.1775","50700774965.6127","53151337559.3359","55340225435.0365","56692182668.1415",
"Sweden","SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","135098930702.144","142774296537.925","148855121257.386","156786023558.456","167480656139.09","173880942117.706","177516521866.499","183490642626.056","190166960051.333","199692566114.149","214395171510.487","216420447435.709","221373746185.95","230157814661.009","237518711829.188","243582238371.653","246159593888.106","242230250232.169","246473029443.796","255937602436.019","260288468527.603","261472339731.271","264737252469.677","269768951118.739","281178923988.342","287253439628.665","294984358056.36","304877670228.614","312679607797.067","320980647631.599","323403007539.744","319696890374.427","315992905425.803","309465704193.759","321627622307.838","334284289749.165","339564164379.529","349990572346.978","365081593078.427","380587280611.132","398727398165.564","404506946291.441","413393644592.477","422942254775.017","441284651978.437","453900111906.39","475064446275.73","491402966162.082","489188904610.127","467959130636.214","495812558843.31","511655422318.786","508645330091.796","514686895802.716","528366235242.641","552086083358.095","563517539985.087","577988245098.533","589259147923.413","596299931041.985",
"Eswatini","SWZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","528635780.458809","601289545.894262","633905260.354338","691075107.597444","730766915.904378","832405223.95251","814762913.272847","822988701.861221","833910821.355278","859819972.351147","966859409.291589","1108421559.97058","1121418555.15506","1134901986.08483","1204831866.94384","1250524099.72383","1403894353.31792","1608955448.86439","1714660951.01254","1936042610.89368","2342960057.23121","2384204971.95253","2461124356.8168","2537569688.87959","2598488897.00963","2723882916.74384","2828535959.4338","2916299924.52099","2992241523.61646","3080538837.00463","3134761673.28704","3167826039.30577","3306579958.75969","3434882323.55049","3559359512.71884","3772877536.49371","3998954653.06762","4176323311.07987","4210638652.65064","4276537204.56414","4438778547.23269","4538528099.77401","4783214187.59661","4967954924.2287","5013322114.45869","5129253464.56549","5194307616.40955","5299490415.69846","5424081955.84209","5533318540.65164",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","117996015.496283","112235123.924407","121672505.535006","134004747.605343","141936818.879032","140431478.00256","159946548.974313","160753862.325896","172895980.345911","172895980.345911","188235086.723801","218073690.539979","231830450.532942","252820811.451038","256114686.572972","264252487.613748","307266576.64788","288246078.631383","349215002.896053","404371209.950201","387191407.753007","355382941.035229","351410919.644009","345404444.17515","360986095.763491","401148461.470818","400439225.926256","418074999.070898","440637445.080708","489983652.945451","524260678.36111","538732506.955193","577313656.241428","613087761.58173","608191048.028002","603169565.089069","632830581.345593","708526965.617602","768067310.19775","782445580.840157","794294457.974911","776254738.028627","785669398.20425","739416038.787077","718339327.254205","783031253.312258","856684174.335502","945962968.234513","925654158.746992","915423405.095384","969936525.298729","1046438130.96225","1059631924.6483","1123401387.93196","1174008203.64439","1231973525.71507","1288183826.19989","1344554696.34722","1395023120.76557","1460702405.63322",
"Syrian Arab Republic","SYR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686787810","","","","","","","","","",
"Chad","TCD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2091978807.07022","2121219308.44","2234919126.29764","2199172622.59541","2143952726.26604","2156949963.41835","2117971884.73021","2134220994.30637","2124462933.26679","2270653818.29435","2312880179.13182","2260895274.2625","2286886890.22273","2095225575.42768","2199187579.75205","2397340259.23717","2468799345.07689","2523967748.71733","2512114333.27445","1973489696.23134","1854139537.17079","1873476694.05137","1973644167.5766","2283086266.56737","2329864396.21607","2837606467.64867","2721784806.19061","2656766579.46145","3068096720.94578","3217965118.45279","3083503335.01265","3346684574.18871","3614467644.37242","3046640667.38976","3355475208.44002","3396967314.20756","3472192239.37739","3668488889.04772","3923506825.78921","3896715150.90361","3862436487.10548","4312724533.70882","4678927022.78069","5367743078.81378","7172881358.87307","8416123440.17727","8470681971.49925","8747800296.52566","9014843655.41119","9395062315.27588","10668102734.8132","10676943370.0467","11625330987.0238","12287975011.721","13135843449.9026","13499400995.0648","12654942309.4447","12276724556.67","12568178638.2936","12976290262.3871",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","258777888815.152","229898303318.068","229656055236.689","242897614957.446","266794699950.702","293087159970.799","315234424757.719","312377967119.393","320750224264.967","355086838774.16","400150549161.713","427266543122.645","449105590480.802","486489083023.303","507379382652.56","540100677295.306","558611207613.587","601884178299.753","655788807369.668","702552212864.39","756015127296.914","799898161699.143","848005940134.392","910108858181.495","995377386486.485","1066669366609.63","1140448900098.59","1240543913993.42","1358711212374.76","1439303801942.91","1517055474563.4","1637163147499.27","1812941070719.77","2010006584826.63","2223787007462.37","2439895009120.37","2657900488799.4","2844641703568.72","2894231869713.46","3070951003817.16","3301267372840.64","3522712976972.64","3799377376688.6","4130805915069.16","4498939737463.55","4935474299844.02","5466422040891.93","6130490218307.62","6647472105955.3","7159663574081.37","7859346930525.55","8524792568164.05","9165430488380.21","9825537852362.27","10501154976370.8","11196438016200.3","11921510935947.9","12712289487851.1","13532345160864.7","14321406117053.1",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2759885735841.67","2720508739336.57","2573946869187.63","2333598700985.59","2226409212953.55","2031038124316.77","2025442984408.62","2045083609384.91","2106869048636.7","2091049825107.4","2141228806312.93","2299265761822.55","2355687247807.91","2473030745244.46","2626276635735","2833065174306.23","3021793320329.16","3259054937158.47","3505258766566.92","3658003517764.77","3479814413560.57","3645206523144.71","3856906630641.02","3990898047425.27","4134970785203.8","4232442057557.01","4290714164958.57","4371677308429.34","4556105776726.24","4707210544473.29","4808657127648.03",
"Togo","TGO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","592132789.095553","664191307.456582","689255581.54344","723716253.3682","827106438.834192","954974718.051602","1044825606.76138","1102294897.2571","1157670796.20628","1283056596.00837","1315444827.60128","1315444827.60128","1415749568.20201","1470078731.37284","1541125418.38364","1578737218.92898","1546349068.24186","1653960820.01966","1836647979.16227","1741734738.37063","1995626646.66602","1929467909.91026","1860346602.38502","1759627292.47388","1857384355.23869","1960572312.06404","1991676876.32793","2001837658.50152","2134807118.0103","2221480749.90867","2216067975.75884","2200556220.38573","2112958968.95237","1793990328.30132","2062773392.56823","2224615134.16545","2421186835.31117","2769290008.35993","2705599756.49114","2772746017.11052","2751022117.50891","2773675099.61022","2879813177.33413","3073341559.44132","3043263830.93817","2901256029.69529","2978143146.94463","2943146379.61226","3062704426.64912","3232314271.12523","3429461495.41335","3648885268.3149","3887650332.38766","4125276858.36521","4369517528.57133","4620453172.28258","4877307828.44419","5089832318.42238","5339750594.77222","5623426714.29651",
"Thailand","THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15639909036.0419","16478543840.0054","17723374970.9784","19141214978.4","20448750635.4329","22121798201.1076","24582299297.3725","26700305861.9487","28868976863.1127","30760085349.9479","34269180219.3926","35946784675.7031","37484770747.6751","41321874196.0421","43167413801.38","45313009193.6116","49539267956.5713","54415647584.9187","60018144735.6073","63242179335.9638","66514039416.8205","70442935769.026","74213287361.5929","78357507586.9067","82864968557.6494","86715902817.9389","91514611526.6975","100225838000.266","113543961683.123","127385545129.539","141610897158.986","153730326381.099","166156945172.205","179868076575.157","194252171027.298","210026059881.659","221896616148.187","215786526060.27","199313306518.393","208426524281.418","217712440842.023","225210999429.683","239059263543.457","256245860052.212","272362038917.804","283767576325.108","297864612891.059","314054006434.033","319473632807.246","317267289651.686","341104820155.464","343970551186.432","368883637205.469","378797368588.757","382526345000.913","394514326505.528","408043089556.887","424635143108.232","442260737640.107","452750615083.942",
"Tajikistan","TJK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6264750611.25262","6484016874.69623","6406208669.30888","7296671744.44941","6822388032.63606","6781453729.59189","6299970576.07993","4472979042.52389","3739410486.48836","2942916127.16488","2577514177.80157","2147069350.43807","2183154589.6903","2299142703.84067","2384200654.21761","2582669253.28037","2830110563.46783","3136834880.28728","3479644147.2596","3840496250.68256","4095670101.81338","4384351726.73187","4724583528.23963","5098323103.53507","5296791702.59782","5642178579.58438","6059735935.07541","6513378385.26898","6995373678.32111","7464481210.4014","7912968729.66586","8456824205.71518","9101022171.46939","9765396816.15014","10450075054.3824",
"Turkmenistan","TKM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9505676773.02965","10553546665.6782","10104459535.7441","13679877891.7139","13049883507.5037","11096839691.0073","11263292305.6718","9314758452.22201","8644092030.71642","9223245519.13359","8171795508.9546","8751993018.19032","10196071822.1891","10753701529.1433","11220825732.1485","11249683443.3515","11617416308.6071","12198334457.7675","13788269624.5549","15301298963.195","16993515438.4036","19491562207.8489","20680547524.915","22583157894.7368","25902882088.9745","28778101990.8921","31713468423.1438","34979955661.3867","37253652747.7258","39563379205.5788","42134998872.4689","44747368777.8587","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","778086237259.771","828839120010.687","867909831692.458","889185679759.863","954987828859.524","1003751330378.3","1044138071853.05","1089492878486.56","1176363872517.1","1249037575356.06","1331488551512.19","1419974662768.66","1522457265211.55","1655260467728.15","1764055226020.47","1830889471772.29","1944064459434.1","2036506092800.87","2113921374303.01","2254130361552.5","2395114641641.59","2398713688668.02","2385178785171.74","2321455513066.01","2406690127483.96","2495662842686.32","2609708924779.01","2698696565874.88","2722233219717.04","2757128174820.21","2770470407822.7","2874464739168.88","2952209404841.28","3069077250189.06","3211251044917.93","3257315215885.57","3371471895561.87","3545684986669.29","3622569740399.01","3620197348644.24","3757007665820.37","3784315871939.49","3794055582649.56","3854080852825.64","4097164849922.59","4275351058313.89","4504563971909.03","4759595937219.27","4953214410467.85","4858905843593.43","5153142407819.03","5385079427227.87","5538549056388.28","5696957532620.84","5755568414239.25","5758165627864.15","5738549090187.54","5845274719628.14","5942734744895.61","5991760967569.82",
"Timor-Leste","TLS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566715221.460581","659360078.008935","615178372.281064","601753536.210033","604160550.354873","622399933.148727","596821692.712445","657863144.847839","732460261.864659","805620167.454948","881825544.160551","933030603.158697","989167206.932406","1010186630.60166","1055146789.27864","1087391969.48068","1126000016.94527","1083227232.93587","1074779600.48205","1111474643.33751",
